position_idx,position,match_title
2086,sales,Advertising Sales Manager (Ad Sales Manager)
2090,Digital Marketing Specialist | Strategic Problem Solver | Branding Enthusiast,Digital Marketing Specialist
2091,"Physician, Scientist, Entrepreneur: Developing new technologies for the most critically ill patients.",Physician Scientist
2093,Staff Accountant at Gypsum Management and Supply-SE,Accountant
2098,Product Development Engineer Mechanical at Madison Southern Wisconsin area,Development Engineer
2099,Global Account Manager at Vodafone Global Enterprise,Global Account Manager (GAM)
2101,Collection Specialist looking for employment opportunity,Collection Specialist
2102,Chief Marketing Officer,Chief
2103,Worker's Compensation Specialist,Compensation Specialist
2104,Vice President at ONEGROUP Risk Management and Insurance,President
2106,Program Director at Red Butte Garden,Director
2107,Certified Medical Assistant and Certified Medical Reimbursement Specialist,Certified Medical Assistant (CMA)
2108,Associate Product Manager at Milwaukee Tool,Product Manager
2110,Senior Software Developer at Mike's Cigars,Software Developer
2111,Materials Requirements Processor Facilitator at Boeing Commercial Airplanes,Facilitator
2114,Administrator for Gotta Problem? Welding Helpline,Administrator
2118,Assistant General Manager at Bluegreen Corporation,General Manager (GM)
2121,Assistant Property Manager at Westside Village Apartments,Property Manager
2122,Sales Director at Sea + Summit Solutions,Sales Director
2124,Client Services Manager at BAYADA Home Health Care,Health Care Manager
2125,Manager - Voice of the Customer,Customer Manager
2127,Registered Associate Marriage & Family Therapist,Family Therapist
2129,Director of Instructional Design at Auguste Escoffier School of Culinary Arts,School Director
2130,Watchman/Batch at Blenko Glass,Watchman
2131,Professor at Danville Area Community College,C++ Professor
2135,Sales Manager at American Industrial Resources,Sales Manager
2136,Mortgage Loan Officer,Loan Officer
2138,Marketing Associate at Wall Street Journal,Marketing Associate
2144,Mechanical Engineering Manager,Mechanical Engineering Manager
2146,Professional Development and Legal Education Attorney,Attorney
2147,SEXTON & COMPANY - DIGITAL MARKETING | VIDEO PRODUCER | ONLINE TRAINING,Online Producer
2148,Product Design | Simulation | Senior Product Portfolio Manager at Dassault Systèmes SIMULIA,Product Manager
2151,Industrial Designer,Industrial Green Systems Designer
2152,Regional Sales Manager at FLASH,Regional Manager
2153,"Wine educator, fundraising lead and hospitality director, with a background in the arts, higher education and marketing.",Fundraising and Marketing Director
2155,On air Personality at Lakefront Communications,On-Air Personality
2156,Videographer at The Spectrum Productions,Videographer
2159,Technical Trainer at Apple Inc.,Technical Trainer
2160,Urgent Care Clinic Lead Licensed Vocational Nurse,Clinic Nurse
2162,Operations Manager,General and Operations Managers - Building Manager
2164,Project Manager at Jacobs,Project Manager (PM)
2165,Sales Associate/Management Trainee,Management Trainee
2167,Sales Attendant at Under Armour,Sales Attendant
2173,History Teacher,Economic History Teacher
2174,Full Stack Engineer at Petal,Stack Engineer
2176,Senior Principal Statistician at Takeda,Statistician
2178,Project Engineer at The Whiting-Turner Contracting Company,Contracting Engineer
2181,Master Mariner STCW II/2,Mariner
2183,Social Security Specialist,Social Security Specialist
2187,Film Director / Screenwriter,Director
2191,Attorney at Chewning & Chewning,Attorney
2193,Dual General Manager at ZMC Hotels,Hotels General Manager
2194,Product Information analysis manager in TD bank,Product Manager
2195,Creative Producer | Television & Podcasts,Creative Producer
2197,RETIRED CITY CLERK at INDEPENDENT CONSULTANT,City Clerk
2199,Consultant - Heat Treating Technology,Technology Consultant
2201,Certified medical clinical lab technician and certified phlebotomist,Certified Phlebotomist
2202,Proud Dog Dad // Highly Motivated Team Player Seeking New Challenges,Player
2205,Safety & Emergency Preparedness Coordinator at Saint Lukes Hospital,Emergency Preparedness Coordinator
2207,Aquatic Ecologist | Science Writer,Ecologist
2211,Acupuncture Physician,Acupuncture Physician
2218,Legal Administrative Assistant at Douglas & Boykin PLLC,Legal Assistant
2219,Executive Administrative Assistant - Retired,Executive Administrative Assistant
2220,Software Engineer at Leonars Techno Services Pvt Ltd,Software Engineer
2221,Technical Writer at MinIO,Technical Writer
2222,Associate Producer | STARFISH Project Manager,Project Manager (PM)
2225,Associate Attorney at Miller & Martin PLLC,Attorney
2226,"President, Infotec LLC",President
2227,"Kashmere HS Special Educaton & Case Manager(Co-teach History) Defensive Line,basketball & track coach",Basketball Coach
2229,"Senior Technology Project and Program Manager, PMP, BCD Travel",Technology Manager
2230,"Professional Game Master, Game Designer, and Writer",Game Master
2232,Assistant Public Defender in the 9th Judicial Circuit,Public Defender
2235,Project Manager at Wells Fargo,Project Manager (PM)
2237,U.S. Marine Corps Combat Videographer,Videographer
2240,University of Iowa Alumni - Computer Science Graduate looking for an opportunity as Software Developer,Software Developer
2241,Commercial Trucking Insurance Representative,Insurance Representative
2242,Dental Assistant,Dental Assistant Teacher
2243,Head Cross Country/Track Coach at The Woodlands High School,High School Coach
2244,Young Living Essential Oil Distributor at Young Living Essential Oils,Oil Distributor
2245,"Human Resources Developer Specialist, Professional Development Bureau",Development Specialist
2246,Bilingual Safety Professional,Safety Professional
2249,Accountant at Tenet Physician Resources,Accountant
2252,Senior Vice President,President
2253,Executive Pastor at Liberty Towers,Pastor
2258,Graphic Designer at Medals of America,Graphic Designer
2260,Account Administrator at Terra Pad,Administrator
2263,"Elementary, Writing, and Algebra I Teacher/Tutor",Elementary Teacher
2264,Director of Field Operations - Crown Carpentry,Director
2265,Plan Installation Manager,Installation Manager
2267,Regional Account Manager at Better Business Bureau,Regional Manager
2268,Business Analyst/Project Management/Strategic Advisor,Business Management Analyst
2273,Doctor of Physical Therapy - BenchMark Drayer Physical Therapy,Doctor of Physical Therapy (DPT)
2275,Kitchen & Bath Designer at Kitchen Encounters,Bath Designer
2276,Emergency Department,Emergency Department RN (Emergency Department Registered Nurse)
2279,Psychotherapist,Clinical and Counseling Psychologists - Psychotherapist
2282,Cadet at United States Air Force Academy,Cadet
2283,Industrial Designer at Big Dog Motorcycles,Industrial Designer
2286,Administrative Assistant at Bridgewell,Tax Administrative Assistant
2290,CEO at SVDbyGRC Design (Etsy) | Certified Personal Trainer | Registered Nurse at US Army,Certified Personal Trainer
2291,e-Learning Product Development | EdTech Consultant | Customer Exerience,Product Consultant
2293,Senior Business Intelligence Analyst - Financial Innovations,Financial Intelligence Analyst
2294,Project Manager at Forvia,Project Manager (PM)
2296,Director Of Information Technology at HCA Healthcare,Information Director
2297,"Entrepreneurial bi-lingual Product Marketing Manager [Global, Innovative, Insightful, Strategic]",Marketing Product Manager
2298,"2 x James Beard Award and Colorado Book Award-winning Author, Nonprofit Leader, Engaging and Informative Public Speaker on Really Cool Topics.",Book Author
2299,Territory Sales Manager,Sales Manager
2302,Career Management Coordinator at AMC,Career Coordinator
2305,IT Instructional Designer at Denver Health Accredited in Epic Radiant/OpTime. Looking for my first analyst position. I have passed the Sphinx test!,Test Analyst
2307,Electronics Technician / Project Manager / Consultant,Project Manager (PM)
2315,Speech Language Pathologist,Bilingual Speech-Language Pathologist (Bilingual SLP)
2320,Sales & Customer Service Professional,Computer User Support Specialists - Customer Service Professional
2328,Computer science graduate student at Missouri S&T,Graduate Student
2330,Certified Public Accountant,Accountant
2331,Elementary Art Teacher at Chesterfield County Public Schools,Elementary Art Teacher
2332,Senior Accountant at Amtrak,Accountant
2333,Psychology Technician at the Durham VA Medical Center,Psychology Technician
2336,International Educator-Global Mobility Advisor-Experienced Higher Education Professional,Advisor
2337,Software Engineer at General Dynamics C4 Systems,Software Engineer
2338,Software Engineer II at JPMorgan Chase & Co.,Software Engineer
2339,IT Infrastructure Manager,"Energy, Sustainability, and Infrastructure Manager"
2340,Managing Director at Intermed XP,Director
2343,"Customer care specialist, digital artist and historian.",Historian
2344,"Customer Service Sales Assistant at CENTERFIELD, SPRINT",Customer Service Assistant
2345,Assistant Manager At Valvoline Instant Oil Change,Change Manager
2353,Director of Tutoring and Intervention at Tennessee Department of Education,Director
2357,"Market Development Manager, Neuroscience at Ipsen Biopharmaceuticals, US",Market Manager
2358,Board Certified Music Therapist,Board Certified Music Therapist (MT-BC)
2360,Fixed Equipment Reliability Engineer at CITGO Petroleum,Petroleum Engineer
2361,Vice President at U S Refrigeration,President
2365,Human Resources Consultant at Kaiser Permanente,HR Consultant (Human Resources Consultant)
2367,Sales and Marketing Director at Perfect Closing Gift,Sales Marketing Director
2368,Intervention Specialist,Behavior Intervention Specialist
2370,International Relations,International Relations Professor
2371,Design Engineering,Engineering Design Manager
2375,Designer | Distribution Operations Lead,Distribution Designer
2376,School Aide at New York Board of Ed,Aide
2377,Software Engineer II at Microsoft,Software Engineer
2383,Sr Analyst Order Management,Order Analyst
2384,Project Manager at Walt Disney World,Project Manager (PM)
2385,Middle School Teacher,"Middle School Teachers, Except Special and Career/Technical Education - Algebra Teacher"
2387,President’s Club Banker - NMLS 1650487,President
2388,Family Nurse Practitioner at Bluestone Healthcare Services LLC,Family Practitioner
2389,Director Of Client Services at AdventureRes LLC,Director
2390,Creative Director,Advertising and Promotions Managers - Creative Services Director
2399,"Senior Manager, Sales Development at Klara👩🏼‍💻📈",Sales Manager
2403,Director of Marketing at Hopscotch,Director
2404,Logistics Specialist,Logistics Management Specialist
2405,PhD Candidate | Biochemistry | Computational Chemistry | Self-Made Mechanic | Weight Lifter,Lifter
2411,Road Supervisor,Division Road Supervisor
2412,Civil Engineering Professional,Civil Engineering Professor
2415,Doctor of Veterinary Medicine,Doctor of Veterinary Medicine (DVM)
